TF	ID	TQ	TA	TR	TS	Ti	TC	TW	Tserv
85	105	58	58	61	62	1	3	4	23
84	129	71	71	72	79	7	1	8	5
84	122	67	67	68	69	1	1	2	15
82	96	53	53	55	60	5	2	7	22
81	142	78	78	80	81	1	2	3	0
80	104	57	57	59	60	1	2	3	20
80	95	52	52	54	55	1	2	3	25
79	136	75	75	78	79	1	3	4	0
79	83	46	46	48	49	1	2	3	30
78	60	33	33	36	41	5	3	8	37
76	107	59	59	60	61	1	1	2	15
76	79	43	43	46	60	14	3	17	16
74	130	72	72	73	74	1	1	2	0
74	85	47	47	49	62	13	2	15	12
74	65	36	36	38	39	1	2	3	35
72	102	56	56	57	60	3	1	4	12
72	93	51	51	53	57	4	2	6	15
72	80	44	44	46	47	1	2	3	25
71	111	61	61	62	63	1	1	2	8
71	89	49	49	50	51	1	1	2	20
71	72	40	40	42	45	3	2	5	26
70	124	68	68	69	70	1	1	2	0
70	56	31	31	34	35	1	3	4	35
69	99	55	55	57	58	1	2	3	11
69	81	45	45	47	51	4	2	6	18
69	44	24	24	28	29	1	4	5	40
68	118	65	65	67	68	1	2	3	0
66	68	37	37	40	41	1	3	4	25
65	112	62	62	64	65	1	2	3	0
64	86	47	47	48	49	1	1	2	15
63	69	38	38	41	42	1	3	4	21
62	106	58	58	61	62	1	3	4	0
62	71	39	39	41	42	1	2	3	20
62	53	29	29	31	32	1	2	3	30
61	66	36	36	38	41	3	2	5	20
60	78	43	43	45	46	1	2	3	14
60	48	26	26	29	30	1	3	4	30
59	77	42	42	43	44	1	1	2	15
58	87	48	48	49	54	5	1	6	4
58	35	19	19	22	23	1	3	4	35
57	100	55	55	56	57	1	1	2	0
54	94	52	52	53	54	1	1	2	0
54	59	32	32	33	34	1	1	2	20
54	47	26	26	28	29	1	2	3	25
53	67	37	37	39	46	7	2	9	7
52	73	40	40	41	47	6	1	7	5
52	75	41	41	42	44	2	1	3	8
51	88	48	48	50	51	1	2	3	0
51	62	34	34	35	36	1	1	2	15
51	32	17	17	20	21	1	3	4	30
50	50	27	27	29	30	1	2	3	20
50	24	12	12	15	16	1	3	4	34
49	63	35	35	37	40	3	2	5	9
48	82	45	45	47	48	1	2	3	0
48	55	30	30	33	34	1	3	4	14
48	42	23	23	25	26	1	2	3	22
47	61	33	33	35	36	1	2	3	11
47	51	28	28	30	31	1	2	3	16
46	76	42	42	45	46	1	3	4	0
46	14	7	7	10	11	1	3	4	35
45	23	12	12	14	15	1	2	3	30
44	38	21	21	23	24	1	2	3	20
44	29	16	16	18	19	1	2	3	25
42	37	20	20	23	24	1	3	4	18
41	54	29	29	30	31	1	1	2	10
41	45	25	25	27	28	1	2	3	13
40	70	38	38	39	40	1	1	2	0
39	41	22	22	23	24	1	1	2	15
38	30	16	16	18	19	1	2	3	19
38	20	10	10	12	13	1	2	3	25
37	64	35	35	36	37	1	1	2	0
37	57	31	31	32	33	1	1	2	4
37	12	6	6	9	10	1	3	4	27
37	7	3	3	6	7	1	3	4	30
35	58	32	32	34	35	1	2	3	0
35	49	27	27	28	29	1	1	2	6
35	26	13	13	14	15	1	1	2	20
34	39	21	21	23	24	1	2	3	10
34	36	19	19	21	22	1	2	3	12
33	43	23	23	25	26	1	2	3	7
33	11	5	5	7	8	1	2	3	25
32	27	14	14	16	17	1	2	3	15
31	52	28	28	30	31	1	2	3	0
29	18	9	9	11	12	1	2	3	17
28	21	11	11	13	14	1	2	3	14
27	46	25	25	26	27	1	1	2	0
27	33	18	18	19	20	1	1	2	7
26	40	22	22	25	26	1	3	4	0
26	8	3	3	5	6	1	2	3	20
25	25	13	13	15	16	1	2	3	9
25	17	8	8	9	10	1	1	2	15
25	5	2	2	4	5	1	2	3	20
24	31	17	17	18	19	1	1	2	5
24	1	1	1	3	4	1	2	3	20
21	19	10	10	12	13	1	2	3	8
20	34	18	18	19	20	1	1	2	0
20	15	7	7	9	10	1	2	3	10
18	28	15	15	17	18	1	2	3	0
18	3	1	1	2	3	1	1	2	15
14	13	6	6	7	8	1	1	2	6
13	22	11	11	12	13	1	1	2	0
11	6	2	2	4	5	1	2	3	6
11	2	1	1	2	3	1	1	2	8
10	16	8	8	9	10	1	1	2	0
10	9	4	4	5	6	1	1	2	4
8	10	5	5	7	8	1	2	3	0
4	4	2	2	3	4	1	1	2	0


Total Orders: 180 [ODG: 31, ODN: 30, OT: 30, OVC: 30, OVG: 30, OVN: 29]
Total Chefs: 38 [CS: 25, CN: 13]
Total Scooters: 9
Finished Orders: 100%, Cancelled Orders: 0%
Overwait Orders: 0%
Averages for Finished Orders => Ti: 6.80556, TC: 1.95, Tw: 8.75556, Tserv: 16.7333
Scooters Utilization: 86.058%
Chefs Utilization: 5.88334%
